stationName,Lat,Long,tripRatio1,tripRatio2,tripRatio3,tripRatio4,tripRatio5,tripRatio6,tripRatio7,tripRatio8,tripRatio9,tripRatio10,tripRatio11,tripRatio12,tripRatio13,tripRatio14,tripRatio15,tripRatio16,tripRatio17,tripRatio18,tripRatio19,tripRatio20,tripRatio21,tripRatio22,tripRatio23,tripRatio24,tripRatio25,tripRatio26,tripRatio27,tripRatio28,tripRatio29,tripRatio30,tripRatio31,tripRatio32,tripRatio33,tripRatio34,tripRatio35,tripRatio36,tripRatio37,tripRatio38,tripRatio39,tripRatio40,tripRatio41,tripRatio42,tripRatio43,tripRatio44,tripRatio45,tripRatio46,tripRatio47,tripRatio48,totalTrips1,totalTrips2,totalTrips3,totalTrips4,totalTrips5,totalTrips6,totalTrips7,totalTrips8,totalTrips9,totalTrips10,totalTrips11,totalTrips12,totalTrips13,totalTrips14,totalTrips15,totalTrips16,totalTrips17,totalTrips18,totalTrips19,totalTrips20,totalTrips21,totalTrips22,totalTrips23,totalTrips24,totalTrips25,totalTrips26,totalTrips27,totalTrips28,totalTrips29,totalTrips30,totalTrips31,totalTrips32,totalTrips33,totalTrips34,totalTrips35,totalTrips36,totalTrips37,totalTrips38,totalTrips39,totalTrips40,totalTrips41,totalTrips42,totalTrips43,totalTrips44,totalTrips45,totalTrips46,totalTrips47,totalTrips48
18 Dorrance Warehouse,42.387151,-71.075978,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0.5,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,2,0,1,1,0,0,0
B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,-1,-1,-0.2,0.2,0,0,-1,-1,-0.2,1,0,0,-1,-0.6,-0.928571428571429,-0.533333333333333,-0.6875,-0.193548387096774,-0.6,-0.709090909090909,-0.0588235294117647,0,0,0.15,0.253333333333333,0.0857142857142857,0.0508474576271186,0.147540983606557,0.175,0.230769230769231,0.0731707317073171,0,0.220338983050847,0.222222222222222,0.0864197530864197,-0.192660550458716,0.168831168831169,0.232876712328767,0.0204081632653061,-0.0434782608695652,0.4,0.68,0.153846153846154,0.142857142857143,-0.384615384615385,0.375,0.4,0.2,2,1,5,5,2,0,2,1,5,1,0,0,1,5,28,30,32,62,60,55,34,46,34,40,75,70,59,61,80,65,41,66,59,72,81,109,77,73,49,46,30,25,26,7,13,16,10,5
Davis Square,42.396969,-71.123024,0.333333333333333,0.428571428571429,-1,-1,1,-1,0,0,-1,0,-0.333333333333333,-1,-1,-0.641025641025641,-0.75,-0.676923076923077,-0.751724137931034,-0.523809523809524,-0.527777777777778,-0.125,0.0545454545454545,-0.181818181818182,0,-0.12,-0.25,0,-0.1,-0.222222222222222,-0.222222222222222,0.272727272727273,-0.172413793103448,0.135135135135135,0.128205128205128,0.185185185185185,0.212121212121212,0.165217391304348,0.348484848484849,0.326732673267327,0.169230769230769,0.258064516129032,0.163636363636364,0.2,0.05,0.485714285714286,0.428571428571429,0.642857142857143,0.6,-0.0909090909090909,12,7,2,2,1,1,0,0,1,0,3,3,23,39,56,130,145,147,72,48,55,22,36,25,24,30,20,18,18,33,29,37,39,54,66,115,132,101,65,62,55,45,40,35,28,28,25,11
Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,-1,-1,1,0,-1,0,0,0,0,0,1,0,1,1,0.894736842105263,-0.166666666666667,0.666666666666667,-0.666666666666667,0.428571428571429,-0.529411764705882,0.466666666666667,1,-0.0666666666666667,-0.181818181818182,0.6,0.428571428571429,0.142857142857143,1,0.666666666666667,0,0.555555555555556,0.866666666666667,-0.666666666666667,0.6,-0.6,-0.407407407407407,-0.487179487179487,-0.217391304347826,-0.25,0.333333333333333,0.2,0.333333333333333,0.111111111111111,-0.5,-0.777777777777778,-1,-1,1,2,1,1,0,2,0,0,0,0,0,1,0,7,3,19,12,12,6,7,17,15,3,15,22,10,7,7,2,6,12,9,15,6,5,10,27,39,23,16,9,5,9,9,4,9,5,1,1
JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,-1,-1,0,0,0,0,0,0,-1,0,1,1,0.6,0.777777777777778,1,0.923076923076923,0.851851851851852,0.818181818181818,0.916666666666667,0.857142857142857,1,0.6,0.333333333333333,0.75,0.142857142857143,0.25,0.125,-1,0.0769230769230769,-0.111111111111111,0.2,-1,0.2,-0.555555555555556,-0.6,-0.866666666666667,-0.488372093023256,-0.772727272727273,-0.615384615384615,-0.523809523809524,-0.692307692307692,-0.571428571428571,-0.25,-0.6,0.2,0.2,0,-1,3,2,0,0,0,0,0,0,1,0,2,2,10,18,27,26,27,44,24,14,15,5,9,8,7,8,16,4,13,9,5,10,25,18,30,30,43,44,26,21,13,14,8,10,10,10,2,8
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,-0.4,-1,-1,-1,1,-1,0,0,0,0,0,1,1,1,0.142857142857143,0.555555555555556,0.853658536585366,0.68,0.555555555555556,0.0476190476190476,0.2,-0.2,0.176470588235294,-0.0588235294117647,-0.5,0,-0.217391304347826,0.25,-0.238095238095238,-0.0434782608695652,0.1,0.142857142857143,-0.391304347826087,0,-0.130434782608696,-0.409836065573771,-0.0526315789473684,-0.25,-0.641025641025641,-0.352941176470588,-0.0769230769230769,-0.0833333333333333,-0.0909090909090909,0.1,-0.555555555555556,0.5,-0.333333333333333,-1,10,6,6,1,1,2,0,0,0,0,0,3,10,18,14,18,41,50,36,42,25,25,34,17,20,16,23,24,21,23,20,14,23,30,46,61,38,32,39,34,26,24,22,20,18,4,9,2
Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,-1,-0.428571428571429,0,0,0,0,0,-1,-1,0,-1,0.888888888888889,0.714285714285714,0.625,0.571428571428571,0.608695652173913,0.772727272727273,0.787234042553192,0.404255319148936,0.725490196078431,0.257142857142857,-0.0256410256410256,0.151515151515152,-0.0555555555555556,0.024390243902439,0.0980392156862745,-0.0697674418604651,0.135135135135135,-0.15,-0.476190476190476,-0.555555555555556,-0.306122448979592,-0.133333333333333,-0.171428571428571,-0.347826086956522,-0.185185185185185,-0.245283018867925,-0.164556962025316,-0.148148148148148,-0.105263157894737,-0.260869565217391,-0.32,-0.0810810810810811,0.0909090909090909,-0.2,-0.6,-0.6,-0.428571428571429,1,7,0,2,0,0,0,1,1,0,3,18,7,16,14,46,88,47,47,51,35,39,33,36,41,51,43,37,40,42,36,49,60,70,92,108,106,79,54,38,46,50,37,22,5,10,5,7
Mt Pleasant Ave / Dudley Town Common,42.325333,-71.075354,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0.714285714285714,0.764705882352941,0.333333333333333,0.5,0.333333333333333,0.714285714285714,-0.333333333333333,0.666666666666667,1,0.428571428571429,-1,0,-0.333333333333333,1,0.5,0.333333333333333,0,0,-0.428571428571429,-1,0,0,0,-0.333333333333333,-0.333333333333333,0,0,0,0.333333333333333,-1,-1,1,5,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,7,17,6,4,3,7,3,6,1,7,1,2,3,1,4,3,2,2,7,6,6,0,0,3,3,0,0,0,3,1,1,1
Ames St at Main St,42.3625,-71.08822,0,1,0,0,1,0,0,-1,0,-1,1,-0.666666666666667,-1,-0.647058823529412,-0.7,-0.675675675675676,-0.732283464566929,-0.682539682539683,-0.692307692307692,-0.714285714285714,-0.384615384615385,-0.260869565217391,0.0434782608695652,0.246753246753247,-0.0352941176470588,-0.0843373493975904,-0.131578947368421,-0.0379746835443038,0.2,0.287671232876712,0.240506329113924,0.168831168831169,0.256198347107438,0.592356687898089,0.546666666666667,0.0990990990990991,0.393939393939394,0.517241379310345,0.471698113207547,0.121951219512195,0.422222222222222,0.0526315789473684,0,0.181818181818182,-0.0769230769230769,0.5,-0.333333333333333,0.333333333333333,4,2,0,0,2,0,0,1,0,1,3,6,10,17,40,74,127,126,117,70,52,46,46,77,85,83,76,79,75,73,79,77,121,157,150,111,99,58,53,41,45,19,18,22,26,12,3,6
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1,0.333333333333333,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-0.818181818181818,-0.787878787878788,-0.670886075949367,-0.837209302325581,-0.746478873239437,-0.260869565217391,-0.2,0.0869565217391304,-0.116279069767442,0.0384615384615385,-0.25,-0.133333333333333,-0.4,0.111111111111111,0.289473684210526,-0.0222222222222222,0.155555555555556,0.173333333333333,0.380281690140845,0.577777777777778,0.62,0.525423728813559,0.5,0.15,0.3125,0.263157894736842,0.153846153846154,0.529411764705882,0.444444444444444,0.25,0.333333333333333,-0.142857142857143,-0.2,1,3,1,2,1,0,0,1,0,0,0,0,0,5,10,22,66,79,86,71,46,20,46,43,52,80,60,30,63,76,45,45,75,71,90,100,59,32,40,32,19,26,17,18,16,6,7,5
TD Garden - West End Park,42.3658848154356,-71.0645484924316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.975103734439834,0.897435897435897,0.755555555555556,0.906976744186046,1,0.75,1,1,-0.333333333333333,0,-1,-0.411764705882353,-1,0,-0.428571428571429,0,-0.636363636363636,-0.791666666666667,-0.982456140350877,-0.972413793103448,-1,-0.933333333333333,-0.692307692307692,-0.857142857142857,-1,-1,-1,-1,-1,0.333333333333333,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,241,117,180,43,27,8,9,3,3,2,5,17,9,4,7,0,22,48,114,145,69,30,13,14,4,3,1,3,2,3,1,1,2
Longwood Ave / Binney St,42.338629,-71.1065,-1,0,-1,0,1,1,0,0,0,0,-1,-0.76,-0.875,-0.978260869565217,-0.921052631578947,-0.672727272727273,-0.901639344262295,-0.703703703703704,-0.5,-0.217391304347826,-0.415384615384615,-0.161290322580645,0.1,-0.28,0.135135135135135,0.111111111111111,0.162790697674419,-0.1875,0.185185185185185,0.444444444444444,0.492063492063492,0.530864197530864,0.476190476190476,0.672413793103448,0.377358490566038,0.41025641025641,0.407407407407407,0.666666666666667,0.857142857142857,0.333333333333333,0.652173913043478,-0.037037037037037,0.866666666666667,-0.176470588235294,0.272727272727273,0,1,1,1,0,1,0,2,4,0,0,0,0,1,50,48,92,76,55,122,108,68,46,65,31,20,25,37,36,43,32,27,36,63,81,84,116,106,78,54,30,28,30,23,27,15,17,11,2,4,1
Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,0.2,0.333333333333333,1,-1,0,1,0,0,0,0,0,-1,-1,-0.142857142857143,-0.5,-0.7,-0.565217391304348,-0.25,-0.408163265306122,-0.314814814814815,-0.285714285714286,-0.418181818181818,-0.1875,0.238095238095238,0.333333333333333,-0.192307692307692,0.114754098360656,-0.0222222222222222,0.416666666666667,0.0588235294117647,0.125,0.2,0.4,0.138461538461538,0.310344827586207,-0.025,0.45,0.272727272727273,0.454545454545455,0.333333333333333,0.027027027027027,0.161290322580645,-0.130434782608696,-0.0588235294117647,0.2,-0.142857142857143,-0.230769230769231,-0.428571428571429,5,3,4,1,4,1,0,0,0,0,0,2,2,7,12,20,92,144,98,108,84,55,32,42,36,52,61,45,48,68,48,35,70,65,87,80,80,66,55,48,37,31,23,17,10,7,13,7
Packard Ave / Powderhouse Blvd,42.40449,-71.123413,-1,-1,-0.6,-1,0,0,0,0,0,0,0,0,0,1,1,0.818181818181818,0.769230769230769,0.894736842105263,-0.555555555555556,-0.5,0.2,0.25,0.6,0.6,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.428571428571429,-0.0666666666666667,0.555555555555556,-0.111111111111111,0,-0.666666666666667,-0.666666666666667,-0.647058823529412,-0.5,-0.5,-0.4,0,-0.6,0.142857142857143,0.714285714285714,-0.5,1,-0.333333333333333,0,0.2,1,2,5,4,0,0,0,0,0,0,0,0,0,1,4,11,26,19,9,16,10,8,5,5,3,3,6,9,7,15,9,9,4,12,6,17,16,12,10,8,5,7,7,4,3,3,2,5
Somerville Hospital at Highland Ave / Crocker St,42.39082,-71.10942,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.882352941176471,1,0.941176470588235,1,1,0.5,0.2,0.333333333333333,0,0.6,0.333333333333333,0.6,0.6,0.2,-0.333333333333333,-0.333333333333333,-1,0.666666666666667,-0.2,-1,-0.2,-0.523809523809524,-0.176470588235294,-0.692307692307692,-1,-0.5,-0.428571428571429,-0.2,0,-0.2,0,-0.6,-0.5,1,0,0,2,1,0,0,0,0,0,0,0,0,2,12,17,16,34,14,7,4,5,3,0,5,3,5,5,5,3,3,2,6,10,1,15,21,17,13,12,12,7,10,2,5,4,5,8,1
Andrew Station - Dorchester Ave at Humboldt Pl,42.330716,-71.057044,-1,0,0,-0.333333333333333,0,0,0,0,0,0,0,-0.6,0,1,1,0.857142857142857,0.941176470588235,0.818181818181818,0.703703703703704,0.666666666666667,1,-0.25,0.0769230769230769,-0.333333333333333,-0.6,0,0,-0.0434782608695652,-0.333333333333333,-0.111111111111111,-0.5,-0.272727272727273,-0.454545454545455,-0.8,-0.529411764705882,-0.6,-0.466666666666667,-0.181818181818182,-0.384615384615385,-0.6,-0.142857142857143,-0.5,-0.666666666666667,-1,-1,-1,-1,-1,2,0,0,3,0,0,0,0,0,0,0,5,0,1,8,14,34,55,27,12,4,8,13,3,5,4,6,23,6,9,4,11,11,10,34,40,45,22,13,10,7,4,6,4,1,2,1,3
Teele Square at 239 Holland St,42.402763,-71.126908,-1,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.972972972972973,0.894736842105263,0.789473684210526,1,1,0.75,0.555555555555556,0.6,0.714285714285714,0.428571428571429,-0.6,-1,0.5,-0.333333333333333,0.333333333333333,0.333333333333333,-0.111111111111111,-0.4,-0.555555555555556,-0.555555555555556,-0.64,-0.5,-0.0909090909090909,-0.478260869565217,-0.166666666666667,-0.636363636363636,-0.777777777777778,-0.666666666666667,-0.636363636363636,-0.666666666666667,-0.833333333333333,0,6,3,1,0,0,0,0,0,0,0,1,2,25,17,31,80,74,38,19,14,18,8,9,5,7,7,5,2,8,3,3,3,9,10,18,27,50,28,22,23,12,11,9,6,11,6,12,2
Porter Square Station,42.387995,-71.119084,0.111111111111111,-0.6,0,-0.5,0,0,0,0,0,0,1,-1,0.490196078431373,0.333333333333333,0.657894736842105,0.829457364341085,0.563025210084034,0.115942028985507,-0.0769230769230769,0.551020408163265,0.0666666666666667,-0.0909090909090909,-0.142857142857143,-0.444444444444444,0.25,0.185185185185185,-0.111111111111111,0.166666666666667,-0.214285714285714,-0.478260869565217,-0.714285714285714,-0.574468085106383,-0.413333333333333,-0.733333333333333,-0.272727272727273,-0.274725274725275,-0.087719298245614,0.0158730158730159,-0.116279069767442,-0.1,-0.172413793103448,-0.0714285714285714,-0.0588235294117647,0.12,0.157894736842105,0.5,0.454545454545455,0.142857142857143,9,5,2,4,0,0,0,0,2,0,1,1,51,9,76,129,119,138,52,49,15,11,14,18,16,27,18,12,28,23,35,47,75,90,99,91,57,63,43,40,29,28,17,25,19,20,11,7
359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,-0.333333333333333,-1,-0.666666666666667,0,1,0,-1,0,1,0,1,-0.5,0.625,0.411764705882353,0.8,0.864864864864865,0.765957446808511,0.653333333333333,0.8,0.6,0.80952380952381,0.565217391304348,0.461538461538462,0.333333333333333,0.142857142857143,0.307692307692308,-0.0909090909090909,0.272727272727273,0,0.0833333333333333,-0.384615384615385,0.0344827586206897,-0.285714285714286,-0.333333333333333,-0.246753246753247,-0.615384615384615,-0.366666666666667,-0.0793650793650794,-0.209302325581395,-0.302325581395349,-0.5,-0.578947368421053,-0.625,-0.625,-0.75,-0.6,-1,-1,3,2,6,0,1,0,1,0,1,0,2,4,16,34,40,74,94,75,20,35,21,23,26,21,28,26,22,22,30,24,26,29,28,33,77,78,60,63,43,43,20,19,16,16,16,10,6,4
Binney St / Sixth St,42.366095,-71.086388,-0.666666666666667,0.333333333333333,1,1,1,1,0,1,0,0,1,1,-1,-0.454545454545455,-0.53125,-0.449275362318841,-0.462686567164179,-0.223300970873786,-0.283950617283951,-0.135135135135135,0.032258064516129,0.2,0.222222222222222,0.6,-0.111111111111111,0,0,0,0.166666666666667,0.5,0.466666666666667,0.692307692307692,0.72972972972973,0.681159420289855,0.5,0.272727272727273,0.0232558139534884,0.333333333333333,0.2,0.12,0.0588235294117647,-0.272727272727273,0.2,-0.555555555555556,0.333333333333333,-1,0.5,0.142857142857143,6,3,9,3,1,2,0,3,0,0,3,1,14,22,64,69,67,103,81,37,31,25,18,20,27,32,36,14,12,20,15,26,74,69,48,44,43,27,20,25,17,22,15,9,9,6,8,7
Linear Park - Mass. Ave. at Cameron Ave.,42.397828,-71.130516,0.333333333333333,0,-1,0,0,0,0,0,0,0,0,1,1,0.833333333333333,0.636363636363636,0.888888888888889,0.963636363636364,0.927710843373494,0.8,0.111111111111111,-0.333333333333333,0.454545454545455,0.4,-0.25,-0.2,0.111111111111111,-0.0666666666666667,0,-0.375,-0.5,-0.142857142857143,-0.157894736842105,-0.176470588235294,-0.142857142857143,-0.363636363636364,-0.559322033898305,-0.486486486486487,-0.513513513513513,-0.657142857142857,-0.904761904761905,-0.583333333333333,-0.857142857142857,-0.6,-0.565217391304348,-0.5,-0.714285714285714,-0.75,0,3,0,2,0,0,0,0,0,0,0,0,1,9,12,22,54,55,83,20,9,12,11,10,8,5,9,15,18,16,16,14,19,17,21,44,59,74,37,35,21,24,14,10,23,4,7,8,4
South Boston Library - 646 East Broadway,42.335741,-71.03877,-1,0.333333333333333,0,0,0,0,0,0,0,0,0,1,1,1,1,0.924528301886792,0.783132530120482,0.863636363636364,0.935483870967742,0.857142857142857,0.555555555555556,0.5,0.6,-0.333333333333333,0.333333333333333,0.1,-0.5,0.333333333333333,-0.6,-0.2,0.142857142857143,-0.818181818181818,-0.739130434782609,-0.615384615384615,-0.702702702702703,-0.864864864864865,-0.739130434782609,-0.739130434782609,-0.75,-0.555555555555556,-0.714285714285714,-1,-0.6,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,3,10,38,53,83,44,31,14,9,4,5,6,9,20,12,9,10,5,7,11,23,26,74,74,46,23,8,9,7,4,5,2,1,0,0,1
Ruggles Station / Columbus Ave.,42.335911,-71.088496,-0.5,1,-0.2,0,0,1,0,0,0,0,0,1,0.882352941176471,0.866666666666667,0.176470588235294,0.552631578947368,0.0476190476190476,0.0833333333333333,0.0545454545454545,-0.132075471698113,-0.179487179487179,0.181818181818182,-0.481481481481481,-0.215686274509804,0.333333333333333,-0.111111111111111,0.217391304347826,0.0625,0,-0.307692307692308,-0.333333333333333,-0.507246376811594,-0.222222222222222,-0.352517985611511,0.0285714285714286,-0.0714285714285714,-0.09375,-0.161290322580645,-0.307692307692308,0.0952380952380952,0.170731707317073,0.333333333333333,0,-0.428571428571429,0.176470588235294,0.428571428571429,-0.2,0.111111111111111,4,1,5,0,0,1,0,0,0,0,0,4,34,30,51,76,63,72,55,53,39,22,27,51,33,27,23,32,24,26,39,69,54,139,105,112,64,62,26,42,41,18,14,14,17,7,5,9
Charles St at Beacon St,42.356052,-71.069849,0,0,0.333333333333333,1,-1,1,0,-1,0,0,1,1,1,0.111111111111111,-0.0476190476190476,0.428571428571429,0.473684210526316,0.595238095238095,0.387755102040816,0.176470588235294,-0.1875,0,0.024390243902439,-0.1,-0.0188679245283019,-0.111111111111111,-0.272727272727273,0.162790697674419,0.0303030303030303,0.04,-0.135135135135135,0.0416666666666667,-0.129032258064516,-0.0434782608695652,-0.126436781609195,-0.340425531914894,-0.323943661971831,-0.322033898305085,-0.0769230769230769,0.0952380952380952,0.0303030303030303,0,-0.130434782608696,0.142857142857143,-0.166666666666667,-0.571428571428571,0.2,0.333333333333333,2,4,3,1,1,1,0,1,0,0,1,2,16,9,21,35,95,84,49,34,32,24,41,40,53,45,22,43,33,50,37,48,62,46,87,94,71,59,52,42,33,26,23,21,12,14,5,3
West Broadway at Dorchester St,42.335693,-71.045859,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0.866666666666667,1,1,0.919191919191919,0.636363636363636,0.2,0.2,0.6,0.571428571428571,0.454545454545455,0.6,-0.0666666666666667,0.666666666666667,0.454545454545455,0.333333333333333,-0.222222222222222,0.333333333333333,-0.4,-0.6,-0.555555555555556,-0.478260869565217,-0.6,-0.772727272727273,-0.68,-0.64,-0.411764705882353,-0.692307692307692,-0.636363636363636,-1,-1,-1,-1,-0.333333333333333,-0.333333333333333,0,2,4,1,0,0,0,0,0,0,0,5,4,4,15,32,111,99,22,15,10,5,14,11,5,15,12,11,12,18,12,10,15,18,23,40,88,50,50,17,26,11,4,5,1,2,3,3,2
BIDMC - Brookline at Burlington St,42.345733,-71.100694,-0.5,-1,0,0,1,0,0,0,0,0,0,-0.714285714285714,0.333333333333333,0.870967741935484,0.523809523809524,0.111111111111111,0.45,0.0638297872340425,0,0.111111111111111,0.235294117647059,-0.157894736842105,-0.5,-0.454545454545455,0.3,-0.333333333333333,-0.272727272727273,-0.153846153846154,0.130434782608696,0.111111111111111,-0.4,0,-0.0967741935483871,0.105263157894737,0.130434782608696,-0.380952380952381,0.111111111111111,0.0303030303030303,-0.0434782608695652,-0.333333333333333,0,-0.333333333333333,-0.6,0,0,0,-0.333333333333333,1,4,3,0,0,1,0,0,0,0,0,0,7,3,31,21,9,40,47,32,27,34,19,8,11,20,9,11,26,23,18,20,20,31,38,46,42,45,33,23,9,8,6,5,10,6,6,6,2
Curtis Hall at South Street,42.309054,-71.11543,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0.714285714285714,0.647058823529412,1,0.888888888888889,0.733333333333333,1,0.5,1,-1,0,-0.2,0,-0.142857142857143,-0.2,0,0.857142857142857,-1,-0.647058823529412,-0.5,-0.333333333333333,-0.62962962962963,-0.652173913043478,-0.666666666666667,-0.285714285714286,-0.777777777777778,-1,-1,0.333333333333333,-0.5,-0.6,1,-0.333333333333333,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,4,6,7,17,21,18,15,3,4,4,2,4,5,20,7,10,8,14,5,17,12,9,27,23,18,14,9,3,5,3,4,5,1,3,1,1
Hyde Square at Barbara St,42.320998,-71.110833,0,0,0,0,-1,0,-1,0,0,1,1,1,1,0.428571428571429,0.5,0.8,0.846153846153846,0.862068965517241,0.636363636363636,-0.241379310344828,1,1,1,1,-0.333333333333333,0.5,-0.142857142857143,0,0,0.2,0.272727272727273,-0.428571428571429,-0.238095238095238,-0.714285714285714,-0.459459459459459,-0.692307692307692,0.157894736842105,0.0810810810810811,-0.125,-0.666666666666667,-0.25,-0.777777777777778,-0.777777777777778,-1,-0.2,-0.2,0,-0.5,0,0,0,0,1,0,1,0,0,1,1,3,5,7,12,10,26,29,11,29,12,5,4,5,6,8,7,10,10,10,11,14,21,7,37,39,19,37,16,12,8,9,9,5,5,5,0,4
Egleston Square at Columbus Ave,42.315692,-71.098634,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.304347826086957,1,1,0.333333333333333,-0.666666666666667,0,-1,1,1,0.5,0.6,0,0,0,-0.5,-0.555555555555556,-0.714285714285714,0.0666666666666667,-1,-1,-1,-1,0,0,-0.6,-0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,14,23,3,3,6,6,4,1,1,9,4,5,2,4,4,4,18,14,30,13,8,3,2,4,2,5,5,1,0,4,0,0
E. Cottage St at Columbia Rd,42.320561,-71.06198,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.368421052631579,0.571428571428571,-0.666666666666667,0.6,0,1,0.333333333333333,0.333333333333333,-1,0,-0.9,-0.666666666666667,-0.777777777777778,-0.857142857142857,-0.777777777777778,-0.5,-0.333333333333333,-0.666666666666667,0,-0.333333333333333,-0.333333333333333,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,2,4,18,23,5,9,0,0,19,14,6,5,4,1,3,3,2,8,20,6,18,14,9,8,6,6,2,3,3,2,2,1,0,0
Hayes Square at Vine St.,42.377022,-71.056605,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0.333333333333333,0.0588235294117647,0.870967741935484,0.75,0.953488372093023,0.684210526315789,0.333333333333333,0.2,0.111111111111111,0,0.333333333333333,0.142857142857143,0.111111111111111,0.111111111111111,-0.2,-0.111111111111111,-0.142857142857143,0.2,-0.714285714285714,0.4,0,-0.555555555555556,-0.62962962962963,-0.894736842105263,-0.925925925925926,-0.866666666666667,-0.75,0.428571428571429,-1,-0.5,-1,-0.454545454545455,-0.6,-1,-1,1,1,0,0,0,0,0,0,0,0,5,1,5,3,17,31,32,43,19,12,10,9,4,3,14,9,9,5,9,7,10,7,10,8,18,27,38,27,15,8,7,8,4,4,11,5,5,1
Boston Medical Center -  East Concord at Harrison Ave,42.336437,-71.073089,0.333333333333333,-1,0,0,0,0,0,0,0,-0.555555555555556,-0.666666666666667,-0.636363636363636,-0.285714285714286,-0.781818181818182,-0.708333333333333,-0.277777777777778,-0.25,-0.292929292929293,-0.333333333333333,-0.365079365079365,-0.2,-0.142857142857143,0.0344827586206897,-0.208333333333333,0.15,-0.0256410256410256,0.0952380952380952,0.135135135135135,0.0526315789473684,-0.227272727272727,0.451612903225806,0.368421052631579,0.486486486486487,0.526717557251908,0.353535353535354,0.0277777777777778,0.344262295081967,0.0434782608695652,0.0625,-0.0434782608695652,0.166666666666667,0.130434782608696,-0.25,-1,-0.5,-0.333333333333333,-0.111111111111111,0.333333333333333,3,1,2,0,0,0,0,0,0,9,6,11,14,55,48,108,128,99,57,63,30,28,29,48,40,39,42,37,38,44,62,57,74,131,99,72,61,46,32,23,24,23,8,10,4,12,9,3
Upham's Corner - Columbia Rd,42.3175685800356,-71.064037085016,0,0,0,0,0,-1,0,0.714285714285714,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0.6,1,-1,1,-0.333333333333333,-0.333333333333333,0.333333333333333,0,1,1,0,-1,0,-0.428571428571429,-0.6,-1,-1,-1,-1,-1,-0.714285714285714,-1,-0.666666666666667,-1,0,-1,0,0,0,0,0,1,0,7,5,1,0,0,7,0,2,4,11,9,1,1,2,5,5,1,1,1,3,3,3,0,2,1,2,5,2,7,5,1,4,5,2,3,7,2,6,2,0,1
Jackson Square T at Centre St,42.3228583541357,-71.1003439128399,-1,-1,-1,-1,0,0,-1,0,0,0,0,-0.846153846153846,0.333333333333333,1,0.8,0.818181818181818,0.951219512195122,0.615384615384615,0.636363636363636,0.142857142857143,0.882352941176471,0.75,0.857142857142857,0.0666666666666667,0.555555555555556,-1,0.333333333333333,0.333333333333333,0.222222222222222,0.3,0.4,-0.285714285714286,0.0909090909090909,-0.545454545454545,-0.5,-0.590909090909091,-0.448275862068966,-0.538461538461538,-0.625,-0.619047619047619,-0.142857142857143,-0.333333333333333,-0.384615384615385,0,-0.529411764705882,-0.714285714285714,-0.428571428571429,-0.2,2,1,3,1,0,0,1,0,0,0,0,13,3,8,20,22,41,26,11,21,17,16,14,15,9,4,12,3,18,20,10,14,22,22,28,44,29,26,16,21,14,12,13,10,17,7,7,5
